id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
485023016	20170731	1	900000000000012004	363704007	en	900000000000013009	Procedure site	900000000000448009
485024010	20170731	1	900000000000012004	363705008	en	900000000000013009	Has definitional manifestation	900000000000448009
485028013	20170731	1	900000000000012004	363709002	en	900000000000013009	Indirect morphology	900000000000448009
485029017	20170731	1	900000000000012004	363710007	en	900000000000013009	Indirect device	900000000000448009
485032019	20170731	1	900000000000012004	363713009	en	900000000000013009	Has interpretation	900000000000448009
485033012	20170731	1	900000000000012004	363714003	en	900000000000013009	Interprets	900000000000448009
517382016	20030731	1	900000000000207008	138875005	en	900000000000003001	SNOMED CT Concept (SNOMED RT+CTV3)	900000000000017005
541128013	20060131	0	900000000000207008	160237006	en	900000000000003001	History/symptoms (context-dependent category)	900000000000020002
543731011	20060731	0	900000000000207008	162571008	en	900000000000003001	Suspected condition (context-dependent category)	900000000000020002
543732016	20060731	0	900000000000207008	162572001	en	900000000000003001	Suspected malignancy (context-dependent category)	900000000000020002
543733014	20060731	0	900000000000207008	162573006	en	900000000000003001	Suspected lung cancer (context-dependent category)	900000000000020002
571645012	20020731	0	900000000000207008	188361007	en	900000000000003001	Malignant tumor of thorax (disorder)	900000000000020002
577343015	20170731	1	900000000000207008	106028002	en	900000000000003001	Musculoskeletal finding (finding)	900000000000448009
577499018	20170731	1	900000000000207008	106048009	en	900000000000003001	Respiratory finding (finding)	900000000000448009
579109012	20020131	1	900000000000207008	106228007	en	900000000000003001	Modifier, linkage term AND/OR qualifier (qualifier value)	900000000000020002
579145010	20170731	1	900000000000207008	106232001	en	900000000000003001	Adjectival modifier (qualifier value)	900000000000448009
579162017	20170731	1	900000000000207008	106234000	en	900000000000003001	General adjectival modifier (qualifier value)	900000000000448009
579195011	20190131	0	900000000000012004	106237007	en	900000000000003001	Linkage concept (attribute)	900000000000020002
599971019	20170731	1	900000000000207008	108369006	en	900000000000003001	Neoplasm (morphologic abnormality)	900000000000448009
611088019	20170731	1	900000000000207008	109357005	en	900000000000003001	Primary malignant neoplasm of ill-defined site (disorder)	900000000000448009
617495011	20170731	1	900000000000207008	229761008	en	900000000000003001	Upper trunk (surface region) (body structure)	900000000000448009
622051019	20210131	0	900000000000207008	233814000	en	900000000000003001	Tumor of lower respiratory tract and mediastinum (disorder)	900000000000448009
633547010	20060131	0	900000000000207008	243796009	en	900000000000003001	Context-dependent categories (context-dependent category)	900000000000020002
633683010	20170731	1	900000000000207008	243928005	en	900000000000003001	Entire body region (body structure)	900000000000448009
636064014	20170731	1	900000000000012004	246061005	en	900000000000003001	Attribute (attribute)	900000000000448009
636066011	20170731	1	900000000000012004	246062003	en	900000000000003001	Origin (attribute)	900000000000448009
636080016	20170731	1	900000000000012004	246075003	en	900000000000003001	Causative agent (attribute)	900000000000448009
636097010	20170731	1	900000000000012004	246090004	en	900000000000003001	Associated finding (attribute)	900000000000448009
636101018	20170731	1	900000000000012004	246093002	en	900000000000003001	Component (attribute)	900000000000448009
636122012	20170731	1	900000000000012004	246112005	en	900000000000003001	Severity (attribute)	900000000000448009
636206015	20170731	1	900000000000207008	246188002	en	900000000000003001	Finding (finding)	900000000000448009
636419019	20170731	1	900000000000012004	246379000	en	900000000000003001	Method of administration of drug (attribute)	900000000000448009
636501014	20170731	1	900000000000012004	246454002	en	900000000000003001	Occurrence (attribute)	900000000000448009
636504018	20170731	1	900000000000012004	246456000	en	900000000000003001	Episodicity (attribute)	900000000000448009
636554012	20170731	1	900000000000012004	246501002	en	900000000000003001	Technique (attribute)	900000000000448009
636567010	20170731	1	900000000000012004	246513007	en	900000000000003001	Revision status (attribute)	900000000000448009
636569013	20170731	1	900000000000012004	246514001	en	900000000000003001	Units (attribute)	900000000000448009
640685018	20170731	1	900000000000207008	250171008	en	900000000000003001	Clinical history and observation findings (finding)	900000000000448009
645536015	20030731	0	900000000000207008	254618003	en	900000000000003001	Tumor of lower respiratory tract (disorder)	900000000000020002
646028010	20170731	1	900000000000207008	255050003	en	900000000000003001	Tumor of unknown origin or ill-defined site (disorder)	900000000000448009
646032016	20190731	0	900000000000207008	255054007	en	900000000000003001	Tumor of ill-defined site (disorder)	900000000000448009
646037010	20030731	0	900000000000207008	255058005	en	900000000000003001	Tumor of thorax (disorder)	900000000000020002
646208016	20170731	1	900000000000207008	255203001	en	900000000000003001	Additional values (qualifier value)	900000000000448009
646243015	20170731	1	900000000000012004	255234002	en	900000000000003001	After (attribute)	900000000000448009
646429011	20170731	1	900000000000207008	255395001	en	900000000000003001	Origins (qualifier value)	900000000000448009
648842014	20170731	1	900000000000207008	113343008	en	900000000000003001	Body organ structure (body structure)	900000000000448009
649058015	20170731	1	900000000000207008	257728006	en	900000000000003001	Anatomical concepts (body structure)	900000000000448009
652272012	20170731	1	900000000000012004	260507000	en	900000000000003001	Access (attribute)	900000000000448009
652454015	20170731	1	900000000000207008	260670006	en	900000000000003001	Route (attribute)	900000000000448009
652472014	20170731	1	900000000000012004	260686004	en	900000000000003001	Method (attribute)	900000000000448009
652664016	20170731	1	900000000000012004	260858005	en	900000000000003001	Extent (attribute)	900000000000448009
652669014	20170731	1	900000000000012004	260863009	en	900000000000003001	Temporal relationship (attribute)	900000000000448009
652677013	20170731	1	900000000000012004	260870009	en	900000000000003001	Priority (attribute)	900000000000448009
652719014	20170731	1	900000000000207008	260908002	en	900000000000003001	Course (attribute)	900000000000448009
652889013	20070131	0	900000000000207008	261060002	en	900000000000003001	Body surface region (body structure)	900000000000020002
654193018	20170731	1	900000000000207008	262225004	en	900000000000003001	Entire trunk (body structure)	900000000000448009
655617014	20170731	1	900000000000012004	263490005	en	900000000000003001	Status (attribute)	900000000000448009
655618016	20170731	1	900000000000012004	263491009	en	900000000000003001	Context (attribute)	900000000000448009
655630010	20170731	1	900000000000012004	263502005	en	900000000000003001	Clinical course (attribute)	900000000000448009
655665010	20170731	1	900000000000012004	263534001	en	900000000000003001	Association (attribute)	900000000000448009
663993012	20170731	1	900000000000207008	271586000	en	900000000000003001	Lump (finding)	900000000000448009
664584011	20050131	0	900000000000207008	272099008	en	900000000000003001	Descriptors (qualifier value)	900000000000020002
665301013	20170731	1	900000000000012004	272734009	en	900000000000003001	Object (attribute)	900000000000448009
665309010	20170731	1	900000000000012004	272741003	en	900000000000003001	Laterality (attribute)	900000000000448009
667528018	20170731	1	900000000000207008	274738006	en	900000000000003001	Chest lump (disorder)	900000000000448009
669353011	20170731	1	900000000000207008	276438008	en	900000000000003001	Swelling / lump finding (finding)	900000000000448009
670811010	20170731	1	900000000000207008	277739008	en	900000000000003001	Morphological descriptors (qualifier value)	900000000000448009
671322011	20170731	1	900000000000207008	278195005	en	900000000000003001	Entire body system (body structure)	900000000000448009
671324012	20170731	1	900000000000207008	278197002	en	900000000000003001	Entire respiratory system (body structure)	900000000000448009
671399010	20170731	1	900000000000207008	278264008	en	900000000000003001	Surface region of trunk (body structure)	900000000000448009
671597013	20030731	0	900000000000207008	278441008	en	900000000000003001	Disorder of body wall and cavities (disorder)	900000000000020002
673964011	20170731	1	900000000000207008	280542007	en	900000000000003001	Body wall structure (body structure)	900000000000448009
675023018	20170731	1	900000000000207008	281483004	en	900000000000003001	Entire body wall (body structure)	900000000000448009
675139011	20170731	1	900000000000207008	281586009	en	900000000000003001	Special atomic mapping values (qualifier value)	900000000000448009
680900014	20170731	1	900000000000012004	116676008	en	900000000000003001	Associated morphology (attribute)	900000000000448009
680946014	20170731	1	900000000000012004	116680003	en	900000000000003001	Is a (attribute)	900000000000448009
681003019	20170731	1	900000000000012004	116686009	en	900000000000003001	Has specimen (attribute)	900000000000448009
682874012	20170731	1	900000000000207008	288529006	en	900000000000003001	Context values (qualifier value)	900000000000448009
682904012	20170731	1	900000000000012004	288556008	en	900000000000003001	Before (attribute)	900000000000448009
693801010	20170731	1	900000000000207008	298363007	en	900000000000003001	Finding of regional structure (finding)	900000000000448009
694180019	20170731	1	900000000000207008	298705000	en	900000000000003001	Finding of region of thorax (finding)	900000000000448009
696572016	20170731	1	900000000000207008	300847008	en	900000000000003001	Finding of a mass (finding)	900000000000448009
696573014	20170731	1	900000000000207008	300848003	en	900000000000003001	Mass of body structure (finding)	900000000000448009
696577010	20170731	1	900000000000207008	300851005	en	900000000000003001	Mass of respiratory structure (finding)	900000000000448009
696589012	20170731	1	900000000000207008	300862005	en	900000000000003001	Mass of body region (finding)	900000000000448009
696996018	20170731	1	900000000000207008	301226008	en	900000000000003001	Lower respiratory tract finding (finding)	900000000000448009
697001010	20170731	1	900000000000207008	301230006	en	900000000000003001	Lung finding (finding)	900000000000448009
697003013	20170731	1	900000000000207008	301232003	en	900000000000003001	Lesion of lung (finding)	900000000000448009
697076016	20170731	1	900000000000207008	301296002	en	900000000000003001	Mediastinal finding (finding)	900000000000448009
697246016	20170731	1	900000000000012004	118168003	en	900000000000003001	Specimen source morphology (attribute)	900000000000448009
697253013	20170731	1	900000000000012004	118169006	en	900000000000003001	Specimen source topography (attribute)	900000000000448009
697265012	20170731	1	900000000000012004	118170007	en	900000000000003001	Specimen source identity (attribute)	900000000000448009
697276011	20170731	1	900000000000012004	118171006	en	900000000000003001	Specimen procedure (attribute)	900000000000448009
697704014	20170731	1	900000000000207008	301857004	en	900000000000003001	Finding of body region (finding)	900000000000448009
697810018	20170731	1	900000000000207008	118222006	en	900000000000003001	General finding of observation of patient (finding)	900000000000448009
697843019	20170731	1	900000000000207008	118225008	en	900000000000003001	Context-dependent finding (finding)	900000000000448009
697938013	20170731	1	900000000000207008	118234003	en	900000000000003001	Finding by site (finding)	900000000000448009
698190018	20170731	1	900000000000207008	302292003	en	900000000000003001	Finding of trunk structure (finding)	900000000000448009
698465012	20170731	1	900000000000207008	302551006	en	900000000000003001	Entire thorax (body structure)	900000000000448009
698967012	20170731	1	900000000000207008	302817000	en	900000000000003001	Malignant tumor of unknown origin or ill-defined site (disorder)	900000000000448009
699280014	20170731	1	900000000000207008	303102005	en	900000000000003001	Special disorder atoms (qualifier value)	900000000000448009
703076019	20040731	0	900000000000207008	118946009	en	900000000000003001	Disease of thorax (disorder)	900000000000020002
703186015	20170731	1	900000000000207008	118956008	en	900000000000003001	Body structure, altered from its original anatomical structure (morphologic abnormality)	900000000000448009
703322012	20170731	1	900000000000207008	118969007	en	900000000000003001	Respiratory system subdivision (body structure)	900000000000448009
705032012	20170731	1	900000000000207008	308489006	en	900000000000003001	Pathological process (qualifier value)	900000000000448009
706047011	20170731	1	900000000000207008	309524007	en	900000000000003001	Mass of trunk (finding)	900000000000448009
706052018	20170731	1	900000000000207008	309529002	en	900000000000003001	Lung mass (finding)	900000000000448009
707276013	20030131	0	900000000000207008	310787001	en	900000000000003001	Lung and mediastinal structures (body structure)	900000000000020002
709093013	20030131	0	900000000000207008	312419003	en	900000000000003001	Respiratory and intrathoracic structures (body structure)	900000000000020002
716456016	20170731	1	900000000000207008	321667001	en	900000000000003001	Respiratory tract structure (body structure)	900000000000448009
724452016	20210131	1	900000000000012004	123005000	en	900000000000003001	Part of (attribute)	900000000000448009
724699017	20170731	1	900000000000207008	123037004	en	900000000000003001	Body structure (body structure)	900000000000448009
727329012	20040731	0	900000000000207008	123946008	en	900000000000003001	Disease by body site (disorder)	900000000000020002
727345014	20060731	0	900000000000207008	123960005	en	900000000000003001	Region of trunk (body structure)	900000000000020002
729532017	20170731	1	900000000000207008	125676002	en	900000000000003001	Person (person)	900000000000448009
730626019	20170731	1	900000000000207008	126637008	en	900000000000003001	Neoplasm of trunk (disorder)	900000000000448009
730627011	20170731	1	900000000000207008	126638003	en	900000000000003001	Neoplasm of intrathoracic organs (disorder)	900000000000448009
730659016	20170731	1	900000000000207008	126667002	en	900000000000003001	Neoplasm of respiratory tract (disorder)	900000000000448009
730712018	20170731	1	900000000000207008	126713003	en	900000000000003001	Neoplasm of lung (disorder)	900000000000448009
730725014	20170731	1	900000000000207008	126725000	en	900000000000003001	Neoplasm of mediastinum (disorder)	900000000000448009
731408019	20170731	1	900000000000207008	127331007	en	900000000000003001	Neoplasm by body site (disorder)	900000000000448009
731587013	20170731	1	900000000000012004	127489000	en	900000000000003001	Has active ingredient (attribute)	900000000000448009
731888014	20070131	0	900000000000207008	127947003	en	900000000000003001	Surface region (body structure)	900000000000020002
732084012	20040731	0	900000000000207008	128121009	en	900000000000003001	Disease of trunk (disorder)	900000000000020002
732234014	20170731	1	900000000000207008	128262006	en	900000000000003001	Upper body structure (body structure)	900000000000448009
732245012	20040731	0	900000000000207008	128272009	en	900000000000003001	Disease of lower respiratory system (disorder)	900000000000020002
735569019	20170731	1	900000000000012004	131195008	en	900000000000003001	Subject of information (attribute)	900000000000448009
748373016	20040731	0	900000000000207008	19829001	en	900000000000003001	Disease of lung (disorder)	900000000000020002
749020015	20070131	0	900000000000207008	20139000	en	900000000000003001	Respiratory system structure (body structure)	900000000000020002
749459018	20170731	1	900000000000207008	362873000	en	900000000000003001	Entire body part (body structure)	900000000000448009
749461010	20170731	1	900000000000207008	362874006	en	900000000000003001	Entire upper body (body structure)	900000000000448009
749526019	20170731	1	900000000000207008	362889002	en	900000000000003001	Entire anatomical structure (body structure)	900000000000448009
749750015	20170731	1	900000000000207008	362937008	en	900000000000003001	Structure of viscus (body structure)	900000000000448009
752408013	20170731	1	900000000000207008	22943007	en	900000000000003001	Trunk structure (body structure)	900000000000448009
754733011	20170731	1	900000000000207008	362965005	en	900000000000003001	Disorder of body system (disorder)	900000000000448009
754754016	20170731	1	900000000000207008	362981000	en	900000000000003001	Qualifier value (qualifier value)	900000000000448009
755161018	20020731	0	900000000000207008	363346000	en	900000000000003001	Malignant tumor (disorder)	900000000000020002
755173018	20190731	0	900000000000207008	363357005	en	900000000000003001	Malignant tumor of ill-defined site (disorder)	900000000000448009
755174012	20170731	1	900000000000207008	363358000	en	900000000000003001	Malignant tumor of lung (disorder)	900000000000448009
756501019	20070131	0	900000000000207008	26107004	en	900000000000003001	Musculoskeletal structure (body structure)	900000000000020002
757124014	20170731	1	900000000000207008	363536003	en	900000000000003001	Pulmonary structure including vessels and lymphoid tissue (body structure)	900000000000448009
758445014	20170731	1	900000000000207008	27832009	en	900000000000003001	Structure of thoracic viscus (body structure)	900000000000448009
759778012	20170731	1	900000000000012004	363589002	en	900000000000003001	Associated procedure (attribute)	900000000000448009
760611010	20140131	0	900000000000207008	2969000	en	900000000000003001	Body space structure (body structure)	900000000000020002
761197016	20170731	1	900000000000207008	30217000	en	900000000000003001	Proliferation (morphologic abnormality)	900000000000448009
762921011	20170731	1	900000000000012004	363698007	en	900000000000003001	Finding site (attribute)	900000000000448009
762922016	20170731	1	900000000000012004	363699004	en	900000000000003001	Direct device (attribute)	900000000000448009
762923014	20170731	1	900000000000012004	363700003	en	900000000000003001	Direct morphology (attribute)	900000000000448009
762924015	20170731	1	900000000000012004	363701004	en	900000000000003001	Direct substance (attribute)	900000000000448009
762925019	20170731	1	900000000000012004	363702006	en	900000000000003001	Has focus (attribute)	900000000000448009
762926018	20170731	1	900000000000012004	363703001	en	900000000000003001	Has intent (attribute)	900000000000448009
762927010	20170731	1	900000000000012004	363704007	en	900000000000003001	Procedure site (attribute)	900000000000448009
762929013	20170731	1	900000000000012004	363705008	en	900000000000003001	Has definitional manifestation (attribute)	900000000000448009
762933018	20170731	1	900000000000012004	363709002	en	900000000000003001	Indirect morphology (attribute)	900000000000448009
762934012	20170731	1	900000000000012004	363710007	en	900000000000003001	Indirect device (attribute)	900000000000448009
762937017	20170731	1	900000000000012004	363713009	en	900000000000003001	Has interpretation (attribute)	900000000000448009
762938010	20170731	1	900000000000012004	363714003	en	900000000000003001	Interprets (attribute)	900000000000448009
766540014	20030131	0	900000000000207008	363743006	en	900000000000003001	Navigational concept	900000000000020002
768473013	20170731	1	900000000000207008	36692007	en	900000000000003001	Known (qualifier value)	900000000000448009
772692011	20170731	1	900000000000207008	38266002	en	900000000000003001	Entire body as a whole (body structure)	900000000000448009
774901010	20030131	0	900000000000207008	370115009	en	900000000000003001	Special concept	900000000000020002
775140014	20020131	1	900000000000207008	38807002	en	900000000000003001	Disorder: Primary malignant neoplasm (disorder)	900000000000020002
775211016	20170731	1	900000000000207008	38866009	en	900000000000003001	Body part structure (body structure)	900000000000448009
776093015	20170731	1	900000000000207008	39607008	en	900000000000003001	Lung structure (body structure)	900000000000448009
778262019	20170731	1	900000000000207008	4147007	en	900000000000003001	Mass (morphologic abnormality)	900000000000448009
778594013	20050131	0	900000000000207008	41769001	en	900000000000003001	Disease suspected (finding)	900000000000020002
779686016	20170731	1	900000000000012004	42752001	en	900000000000003001	Due to (attribute)	900000000000448009
780853019	20170731	1	900000000000207008	43799004	en	900000000000003001	Thoracic cavity structure (body structure)	900000000000448009
784886010	20170731	1	900000000000012004	47429007	en	900000000000003001	Associated with (attribute)	900000000000448009
785715019	20170731	1	900000000000207008	48176007	en	900000000000003001	Social context (social concept)	900000000000448009
787166015	20040731	0	900000000000207008	49483002	en	900000000000003001	Disease of mediastinum (disorder)	900000000000020002
787468010	20170731	1	900000000000207008	49755003	en	900000000000003001	Morphologically abnormal structure (morphologic abnormality)	900000000000448009
787788013	20040731	0	900000000000207008	50043002	en	900000000000003001	Disease of respiratory system (disorder)	900000000000020002
789056016	20170731	1	900000000000207008	51185008	en	900000000000003001	Thoracic structure (body structure)	900000000000448009
790549013	20170731	1	900000000000207008	52530000	en	900000000000003001	Body region structure (body structure)	900000000000448009
791057012	20080731	0	900000000000207008	52988006	en	900000000000003001	Lesion -RETIRED-	900000000000020002
791573011	20170731	1	900000000000207008	53452003	en	900000000000003001	Ill-defined topographic site (body structure)	900000000000448009
793683014	20170731	1	900000000000207008	55342001	en	900000000000003001	Neoplastic disease (disorder)	900000000000448009
796347018	20170731	1	900000000000207008	57697001	en	900000000000003001	Growth alteration (morphologic abnormality)	900000000000448009
799920018	20170731	1	900000000000207008	60915007	en	900000000000003001	Chest mass (disorder)	900000000000448009
803980011	20170731	1	900000000000207008	64572001	en	900000000000003001	Disease (disorder)	900000000000448009
807491013	20200131	0	900000000000207008	67734004	en	900000000000003001	Upper trunk structure (body structure)	900000000000448009
810006012	20170731	1	900000000000207008	367636007	en	900000000000003001	Malignant neoplastic process (qualifier value)	900000000000448009
810124012	20170731	1	900000000000207008	70104002	en	900000000000003001	Upper body part structure (body structure)	900000000000448009
812684018	20170731	1	900000000000207008	72410000	en	900000000000003001	Mediastinal structure (body structure)	900000000000448009
814449014	20170731	1	900000000000207008	367640003	en	900000000000003001	Neoplastic process (qualifier value)	900000000000448009
823444014	20170731	1	900000000000207008	82094008	en	900000000000003001	Lower respiratory tract structure (body structure)	900000000000448009
823463010	20170731	1	900000000000207008	367651003	en	900000000000003001	Malignant neoplasm of primary, secondary, or uncertain origin (morphologic abnormality)	900000000000448009
828230015	20170731	1	900000000000207008	86049000	en	900000000000003001	Malignant neoplasm, primary (morphologic abnormality)	900000000000448009
835054011	20170731	1	900000000000207008	91689009	en	900000000000003001	Body system structure (body structure)	900000000000448009
835056013	20070131	0	900000000000207008	91690000	en	900000000000003001	Organ system subdivision (body structure)	900000000000020002
835095014	20170731	1	900000000000207008	91721003	en	900000000000003001	Anatomical spatial entity (body structure)	900000000000448009
835096010	20140131	0	900000000000207008	91722005	en	900000000000003001	Physical anatomical entity (body structure)	900000000000020002
835097018	20170731	1	900000000000207008	91723000	en	900000000000003001	Anatomical structure (body structure)	900000000000448009
835197015	20170731	1	900000000000207008	91806002	en	900000000000003001	Body cavity structure (body structure)	900000000000448009
835198013	20170731	1	900000000000207008	91807006	en	900000000000003001	Structure of body cavity subdivision (body structure)	900000000000448009
835224010	20200131	0	900000000000207008	91829005	en	900000000000003001	Structure of body compartment (body structure)	900000000000448009
837987014	20170731	1	900000000000207008	94111002	en	900000000000003001	Primary malignant neoplasm of trunk (disorder)	900000000000448009
838029010	20090131	0	900000000000207008	94147001	en	900000000000003001	Mediastinal mass (disorder)	900000000000020002
1186756013	20170731	1	900000000000207008	188361007	en	900000000000003001	Malignant neoplasm of thorax (disorder)	900000000000448009
1195193017	20170731	1	900000000000207008	363346000	en	900000000000003001	Malignant neoplastic disease (disorder)	900000000000448009
1195421017	20190131	0	900000000000012004	370129005	en	900000000000003001	Measurement Method (attribute)	900000000000020002
1195422012	20170731	1	900000000000012004	370130000	en	900000000000003001	Property (attribute)	900000000000448009
1195423019	20170731	1	900000000000012004	370131001	en	900000000000003001	Recipient category (attribute)	900000000000448009
1195424013	20170731	1	900000000000012004	370132008	en	900000000000003001	Scale type (attribute)	900000000000448009
1195425014	20170731	1	900000000000012004	370133003	en	900000000000003001	Specimen substance (attribute)	900000000000448009
1195426010	20170731	1	900000000000012004	370134009	en	900000000000003001	Time aspect (attribute)	900000000000448009
1195427018	20170731	1	900000000000012004	370135005	en	900000000000003001	Pathological process (attribute)	900000000000448009
1195428011	20190131	0	900000000000012004	370136006	en	900000000000003001	Namespace concept	900000000000020002
1195518016	20020731	1	900000000000207008	370227000	en	900000000000003001	Modifier AND/OR qualifier (qualifier value)	900000000000020002
1197174015	20170731	1	900000000000012004	371881003	en	900000000000003001	During (attribute)	900000000000448009
1197380016	20170731	1	900000000000207008	372087000	en	900000000000003001	Primary malignant neoplasm (disorder)	900000000000448009
1208889014	20190131	0	900000000000012004	370129005	en	900000000000013009	Measurement Method	900000000000020002
1208890017	20170731	1	900000000000012004	370130000	en	900000000000013009	Property	900000000000448009
1208891018	20170731	1	900000000000012004	370131001	en	900000000000013009	Recipient category	900000000000448009
1208892013	20170731	1	900000000000012004	370132008	en	900000000000013009	Scale type	900000000000448009
1208893015	20170731	1	900000000000012004	370133003	en	900000000000013009	Specimen substance	900000000000448009
1208894014	20170731	1	900000000000012004	370134009	en	900000000000013009	Time aspect	900000000000448009
1208895010	20170731	1	900000000000012004	370135005	en	900000000000013009	Pathological process	900000000000448009
1208896011	20170731	1	900000000000012004	370136006	en	900000000000013009	Namespace concept	900000000000448009
1210471013	20170731	1	900000000000012004	371881003	en	900000000000013009	During	900000000000448009
1220306019	20170731	1	900000000000012004	116676008	en	900000000000013009	Morphology	900000000000448009
1456509019	20070131	0	900000000000207008	310787001	en	900000000000003001	Lung and/or mediastinal structures (body structure)	900000000000020002
1456721017	20070131	0	900000000000207008	312419003	en	900000000000003001	Respiratory and/or intrathoracic structures (body structure)	900000000000020002
1457683016	20170731	1	900000000000207008	363743006	en	900000000000003001	Navigational concept (navigational concept)	900000000000448009
1458019012	20170731	1	900000000000207008	370115009	en	900000000000003001	Special concept (special concept)	900000000000448009
1458022014	20170731	1	900000000000012004	370136006	en	900000000000003001	Namespace concept (namespace concept)	900000000000448009
1468906012	20060731	0	900000000000207008	394966004	en	900000000000003001	Suspected respiratory disease (context-dependent category)	900000000000020002
1490773016	20170731	1	900000000000012004	363703001	en	900000000000013009	Intent	900000000000448009
1762973018	20170731	1	900000000000207008	254618003	en	900000000000003001	Neoplasm of lower respiratory tract (disorder)	900000000000448009
1762993014	20170731	1	900000000000207008	255058005	en	900000000000003001	Neoplasm of thorax (disorder)	900000000000448009
1763098011	20170731	1	900000000000207008	278441008	en	900000000000003001	Disorder of body wall and cavities (navigational concept)	900000000000448009
1767822017	20170731	1	900000000000207008	399902003	en	900000000000003001	Disorder of body cavity (disorder)	900000000000448009
1767901010	20170731	1	900000000000207008	399981008	en	900000000000003001	Neoplasm and/or hamartoma (disorder)	900000000000448009
1768061012	20170731	1	900000000000207008	400141005	en	900000000000003001	Lower respiratory system structure (body structure)	900000000000448009
1768097015	20170731	1	900000000000207008	400177003	en	900000000000003001	Neoplasm and/or hamartoma (morphologic abnormality)	900000000000448009
2148514019	20170731	1	900000000000207008	404684003	en	900000000000003001	Clinical finding (finding)	900000000000448009
2149643012	20110131	1	900000000000012004	405813007	en	900000000000003001	Procedure site - Direct (attribute)	900000000000020002
2149644018	20110131	1	900000000000012004	405814001	en	900000000000003001	Procedure site - Indirect (attribute)	900000000000020002
2149645017	20170731	1	900000000000012004	405815000	en	900000000000003001	Procedure device (attribute)	900000000000448009
2149646016	20170731	1	900000000000012004	405816004	en	900000000000003001	Procedure morphology (attribute)	900000000000448009
2149953011	20170731	1	900000000000207008	406123005	en	900000000000003001	Viscus structure finding (finding)	900000000000448009
